#full_name,epoch_mjd,q,e,i,w,om,tp_cal,orbit_id,H,G,neo,M1,M2,diameter,extent,albedo,rot_per,per_y,moid,class
"     C/1973 E1 (Kohoutek)",42040,0.142425,1.000008,14.3043,37.7976,258.4895,19731228.4307000,SAO_2008,,,,,,,,,,,,HYP
"     C/1973 H1 (Huchra)",41760,2.384337,0.972977,48.3290,123.4776,57.8409,19730311.5451000,SAO_2008,,,,,,,,,,829,,COM
"     C/1973 N1 (Sandage)",42000,4.812056,1.000059,137.4032,72.5430,279.2376,19731108.1481000,SAO_2008,,,,,,,,,,,,HYP
"     C/1973 W1 (Gibson)",41920,3.842070,1.000643,108.0665,221.2562,244.6006,19730809.8810000,SAO_2008,,,,,,,,,,,,HYP
"     C/1974 C1 (Bradfield)",42120,0.503191,0.999697,61.2842,333.1341,143.7346,19740318.3563000,SAO_2008,,,,,,,,,,,,COM
"     C/1974 F1 (Lovas)",42640,3.011456,0.999602,50.6485,261.3664,12.3684,19750822.1813000,SAO_2008,,,,,,,,,,,,COM
"     C/1974 O1 (Cesco)",42160,1.372951,0.979579,173.1585,176.7744,165.7415,19740512.9984000,SAO_2008,,,,,,,,,,551,,COM
"     C/1974 V1 (van den Bergh)",42280,6.018928,1.003948,60.8537,151.7597,226.1041,19740807.7749000,SAO_2008,,,,,,,,,,,,HYP
"     C/1974 V2 (Bennett)",42382.,0.864646,1.0,134.8269,324.9673,51.3485,19741201.5229000,SAO_2008,,,,,,,,,,,,PAR
"     C/1975 E1 (Bradfield)",42582,1.216952286432019,1.001411477435752,55.24371680037346,264.1310161907414,157.9089011189585,19750404.5804634,"JPL 2",,,,,12.0,,,,,,.744306,HYP
"     C/1975 N1 (Kobayashi-Berger-Milon)",42680,0.425561,1.000097,80.7812,116.9699,296.3521,19750905.3348000,SAO_2008,,,,,,,,,,,,HYP
"     C/1975 T1 (Mori-Sato-Fujikawa)",42766,1.603934841063946,.9974608144756539,91.60767414839108,246.2413649569452,278.6784878435532,19751225.8779150,"JPL 2",,,,5.5,10.9,,,,,15876.20265667,1.02498,COM
"     C/1975 T2 (Suzuki-Saigusa-Mori)",42720,0.838047,0.985653,118.2332,152.0192,216.8053,19751015.3602000,SAO_2008,,,,,,,,,,446,,COM
"     C/1975 V1-A (West)",42840,0.196626,0.999971,43.0664,358.4270,118.9240,19760225.2216000,SAO_2008,,,,,,,,,,,,COM
"     C/1975 V2 (Bradfield)",42769,.2187209591155035,1.000016203947152,70.62629428363694,358.0898800505718,271.3130779241752,19751221.1812639,"JPL 2",,,,10.4,,,,,,,.796521,HYP
"     C/1975 X1 (Sato)",42800,0.863968,1.001214,93.9552,215.4661,281.4943,19760103.9212000,SAO_2008,,,,,,,,,,,,HYP
"     C/1976 D1 (Bradfield)",42840,0.847810,0.993811,46.8340,313.0066,160.7896,19760224.6386000,SAO_2008,,,,,,,,,,,,COM
"     C/1976 D2 (Schuster)",42440,6.880674,1.002099,112.0259,193.4266,22.7870,19750115.5368000,SAO_2008,,,,,,,,,,,,HYP
"     C/1976 E1 (Bradfield)",42833.,0.67832,1.0,147.778,221.767,70.203,19760225.0610000,SAO_2008,,,,,,,,,,,,PAR
"     C/1976 J1 (Harlan)",43080,1.568877,0.999695,38.8063,193.2643,81.4110,19761103.1501000,SAO_2008,,,,,,,,,,,,COM
"     C/1976 U1 (Lovas)",42960,5.857415,1.003931,86.6321,118.7899,286.0372,19760706.3876000,SAO_2008,,,,,,,,,,,,HYP
"     C/1977 D1 (Lovas)",43080,5.715207,1.003506,64.5266,146.2750,338.1707,19761031.9825000,SAO_2008,,,,,,,,,,,,HYP
"     C/1977 H1 (Helin)",43324.,1.117568,1.0,43.1952,249.3565,20.1385,19770630.9729000,SAO_2008,,,,,,,,,,,,PAR
"     C/1977 R1 (Kohler)",43448,.9905760431809149,.9995468129431347,48.71185063075491,163.4865841492376,182.5227038296508,19771110.5699872,"JPL 2",,,,7.3,12.3,,,,,102193.5971384,.00879675,COM
"     C/1977 V1 (Tsuchinshan)",43360,3.603039,0.999633,168.5495,318.1658,5.2850,19770724.8050000,SAO_2008,,,,,,,,,,,,COM
"     C/1978 A1 (West)",43360,5.606362,1.002964,116.9300,343.2844,211.6236,19770721.5594000,SAO_2008,,,,,,,,,,,,HYP
"     C/1978 C1 (Bradfield)",43584.,0.436585,1.0,51.0863,48.7048,260.4980,19780317.6906000,SAO_2008,,,,,,,,,,,,PAR
"     C/1978 G2 (McNaught-Tritton)",43760,6.282837,1.002136,153.1829,229.5094,72.2160,19780824.5401000,SAO_2008,,,,,,,,,,,,HYP
"     C/1978 H1 (Meier)",43840,1.136524,1.000850,43.7614,231.4019,349.3449,19781111.4090000,SAO_2008,,,,,,,,,,,,HYP
"     C/1978 R3 (Machholz)",43720,1.771588,1.000416,130.6364,224.7540,290.6780,19780813.6732000,SAO_2008,,,,,,,,,,,,HYP
"     C/1978 T1 (Seargent)",43798,.3698590083043207,.9982806247729142,67.82661371844233,207.7536575952975,41.77649736264628,19780914.8486434,"JPL 3",,,,,,,,,,3155.0518870758,.599098,COM
"     C/1978 T3 (Bradfield)",43780.,0.431870,1.0,138.2649,240.4503,358.4191,19780929.0881000,SAO_2008,,,,,,,,,,,,PAR
"     C/1979 M1 (Bradfield)",44080,0.413217,1.000059,136.2293,47.6513,164.2164,19790723.2626000,SAO_2008,,,,,,,,,,,,HYP
"     C/1979 M3 (Torres)",44080,4.686916,1.001060,92.1782,10.1010,293.1365,19790715.4026000,SAO_2008,,,,,,,,,,,,HYP
"     C/1979 Q1 (SOLWIND)",44115.,0.00480,1.0,141.456,67.668,344.997,19790830.9490000,SAO_2008,,,,,,,,,,,,PAR
"     C/1979 S1 (Meier)",44160,1.432081,0.973197,67.0840,112.5727,297.6307,19791017.3458000,SAO_2008,,,,,,,,,,391,,COM
"     C/1979 Y1 (Bradfield)",44262,.5452545046478839,.9878876869731589,148.6023735998041,257.6011972312177,103.2165458651148,19791221.6060364,"JPL 6",,,,8.4,,,,,,302.04139434037,.067498,COM
"     C/1980 E1 (Bowell)",45017,3.363942512945802,1.057435497943571,1.66173871083574,135.085247563701,114.5556637540812,19820312.2911850,"JPL 3",,,,6.0,,,,,,,2.34974,HYP
"     C/1980 L1 (Torres)",44360,2.583897,1.000164,73.1503,334.9641,279.5228,19800419.8558000,SAO_2008,,,,,,,,,,,,HYP
"     C/1980 O1 (Cernis-Petrauskas)",44412.,0.522744,1.0,49.0681,337.7695,160.6356,19800622.4494000,SAO_2008,,,,,,,,,,,,PAR
"     C/1980 R1 (Russell)",44680,2.112441,1.001723,128.7068,297.1927,232.7890,19810306.1641000,SAO_2008,,,,,,,,,,,,HYP
"     C/1980 V1 (Meier)",44615,1.51957021431306,.9946841725299281,100.9864700163337,87.96852059267258,25.43658707833088,19801209.6512662,"JPL 4",,,,7.2,,,,,,4833.1808373889,1.20865,COM
"     C/1980 Y1 (Bradfield)",44600,0.259823,0.999725,138.5850,358.2941,115.3515,19801229.5417000,SAO_2008,,,,,,,,,,,,COM
"     C/1980 Y2 (Panther)",44664,1.657269457207827,.9989905957313385,82.64776283683568,105.6014146347194,331.9980912820492,19810127.3241927,"JPL 8",,,,6.1,,,,,,66527.344208986,1.18034,COM
"     C/1981 B1 (SOLWIND)",44631.,0.00792,1.0,140.676,65.428,342.107,19810127.1000000,SAO_2008,,,,,,,,,,,,PAR
"     C/1981 G1 (Elias)",44840,4.742518,1.000659,115.3105,310.2409,176.7053,19810818.2257000,SAO_2008,,,,,,,,,,,,HYP
"     C/1981 H1 (Bus)",44800,2.458143,0.999021,160.6640,189.8443,24.2644,19810730.7539000,SAO_2008,,,,,,,,,,,,COM
"     C/1981 M1 (Gonzalez)",44680,2.333601,0.999395,107.1467,181.6147,143.9696,19810325.6616000,SAO_2008,,,,,,,,,,,,COM
"     C/1981 O1 (SOLWIND)",44805.,0.00612,1.0,141.706,68.428,345.957,19810720.3360000,SAO_2008,,,,,,,,,,,,PAR
"     C/1981 V1 (SOLWIND)",44912.,0.00450,1.0,143.847,77.680,357.569,19811104.5320000,SAO_2008,,,,,,,,,,,,PAR
"     C/1981 W1 (SOLWIND)",44928.,0.0048,1.0,135.48,97.36,24.63,19811120.6100000,SAO_2008,,,,,,,,,,,,PAR
"     C/1982 M1 (Austin)",45217,.6478115306190185,.9993953759796853,84.49512954300283,33.82278190219218,326.2625939310414,19820824.7293490,"JPL 3",,,,8.8,14.1,,,,,35071.401245316,.293238,COM
"     C/1983 H1 (IRAS-Araki-Alcock)",45466,.9913398115831371,.9898415329461947,73.25221773382812,192.851531218754,49.10248386530478,19830521.2552332,"JPL 10",,,,,0.0,9.2,,0.02,,964.05044384387,.00583127,COM
"     C/1983 J1 (Sugano-Saigusa-Fujikawa)",45481,.4713258417397136,1.000719251951812,96.64575241037996,82.22037831497657,83.0419537845475,19830501.3449429,"JPL 14",,,,12.3,,,,,,,.0486889,HYP
"     C/1983 J2 (IRAS)",45353.,1.416483,1.0,152.1911,227.0805,119.6342,19830119.0304000,SAO_2008,,,,,,,,,,,,PAR
"     C/1983 N1 (IRAS)",45440,2.417999,0.999420,138.8364,265.5810,171.7915,19830502.7079000,SAO_2008,,,,,,,,,,,,COM
"     C/1983 N2 (SOLWIND)",45522.,0.0049,1.0,142.23,81.43,359.55,19830707.8900000,SAO_2008,,,,,,,,,,,,PAR
"     C/1983 O1 (Cernis)",45854,3.317993635768962,1.001501798985065,134.6952599623439,186.2094828979361,209.5758984527367,19830721.1862919,"JPL 2",,,,4.2,9.3,,,,,,2.32413,HYP
"     C/1983 O2 (IRAS)",45680,2.254776,1.000196,120.7372,333.9786,201.2574,19831128.0006000,SAO_2008,,,,,,,,,,,,HYP
"     C/1983 R1 (Shoemaker)",45680,3.344888,1.000152,137.5972,176.0386,164.6840,19831123.7931000,SAO_2008,,,,,,,,,,,,HYP
"     C/1983 S2 (SOLWIND)",45602.,0.00753,1.0,143.987,78.581,358.679,19830925.1880000,SAO_2008,,,,,,,,,,,,PAR
"     C/1984 A1 (Bradfield 1)",45752,1.357494396554553,.9523675578066111,51.8005391544804,219.1651340468739,356.8588306010563,19831227.7973629,"JPL 3",,,,9.6,,,,,,152.14616046168,.478692,HTC
"     C/1984 K1 (Shoemaker)",46320,2.696508,1.000720,116.6650,235.4677,49.6864,19850904.5921000,SAO_2008,,,,,,,,,,,,HYP
"     C/1984 N1 (Austin)",45920,0.291284,0.999846,164.1533,353.1286,171.5774,19840812.1371000,SAO_2008,,,,,,,,,,,,COM
"     C/1984 O2 (SOLWIND)",45909.,0.01541,1.0,136.386,56.666,330.436,19840728.5560000,SAO_2008,,,,,,,,,,,,PAR
"     C/1984 Q1 (SOLWIND)",45935.,0.0049,1.0,144.14,81.04,355.72,19840823.2200000,SAO_2008,,,,,,,,,,,,PAR
"     C/1984 R1 (SOLWIND)",45960.,0.1051,1.0,36.92,78.74,152.84,19840917.4200000,SAO_2008,,,,,,,,,,,,PAR
"     C/1984 S1 (Meier)",45986.,0.856856,1.0,145.6146,128.0082,11.7104,19841013.9486000,SAO_2008,,,,,,,,,,,,PAR
"     C/1984 U1 (Shoemaker)",45960,5.489159,0.995209,179.2123,182.8308,238.3009,19840903.5610000,SAO_2008,,,,,,,,,,,,COM
"     C/1984 U2 (Shoemaker)",46080,1.214510,0.970905,13.8812,229.2138,223.4750,19850103.8879000,SAO_2008,,,,,,,,,,270,,COM
"     C/1984 V1 (Levy-Rudenko)",46071,.9179487292236618,.9992034088653594,65.71456222995721,82.73673306748465,331.1680412540635,19841214.2555236,"JPL 4",,,,9.4,,,,,,39118.539912953,.423995,COM
"     C/1984 W2 (Hartley)",46320,4.000234,0.999579,89.3273,255.2662,250.2083,19850928.3655000,SAO_2008,,,,,,,,,,,,COM
"     C/1985 K1 (Machholz)",46244.,0.106252,1.0,16.2766,274.5004,195.4353,19850628.7388000,SAO_2008,,,,,,,,,,,,PAR
"     C/1985 R1 (Hartley-Good)",46370,.6945766307202418,.9998796887297474,79.92939737241684,87.03297579601265,358.3958690983309,19851209.1163669,"JPL 3",,,,8.4,,,,,,438660.96019043,.221114,COM
"     C/1985 T1 (Thiele)",46400,1.317140,0.983297,139.0692,53.0001,53.0127,19851219.2111000,SAO_2008,,,,,,,,,,700,,COM
"     C/1986 E1 (Shoemaker)",46520,3.593864,0.946780,159.8090,123.5706,294.8423,19860311.2939000,SAO_2008,,,,,,,,,,555,,COM
"     C/1986 N1 (Churyumov-Solodovnikov)",46560,2.642107,0.999534,114.9293,157.7548,134.6178,19860506.5039000,SAO_2008,,,,,,,,,,,,COM
"     C/1986 P1 (Wilson)",46823,1.199647465226557,1.000313831061733,147.1192103999037,238.3084452400511,111.6655308062103,19870420.7818623,"JPL 4",,,,5.0,11.9,,,,,,.391045,HYP
"     C/1986 P1-A (Wilson)",46920,1.199651,1.000312,147.1191,238.3072,111.6661,19870420.7809000,SAO_2008,,,,,,,,,,,,HYP
"     C/1986 P1-B (Wilson)",46920,1.199345,1.000797,147.1192,238.3135,111.6661,19870420.8853000,SAO_2008,,,,,,,,,,,,HYP
"     C/1986 V1 (Sorrells)",46880,1.721155,0.999909,160.5801,70.2329,74.8046,19870309.6545000,SAO_2008,,,,,,,,,,,,COM
"     C/1987 A1 (Levy)",46800,0.921485,1.000383,96.5830,95.2451,17.1167,19861217.5286000,SAO_2008,,,,,,,,,,,,HYP
"     C/1987 B1 (Nishikawa-Takamizawa-Tago)",46850,.8695947573850574,.9958154928510377,172.2298852327998,200.4038718517715,176.0115713297718,19870317.3461226,"JPL 2",,,,7.4,,,,,,2995.8295501691,.0475041,COM
"     C/1987 B2 (Terasako)",46800,0.393020,0.995125,40.8543,195.2764,97.7060,19861224.8716000,SAO_2008,,,,,,,,,,724,,COM
"     C/1987 F1 (Torres)",46880,3.624588,1.001008,124.0800,329.0892,194.4877,19870410.2749000,SAO_2008,,,,,,,,,,,,HYP
"     C/1987 H1 (Shoemaker)",46760,5.457548,1.002839,132.4743,16.9960,268.3257,19861117.1066000,SAO_2008,,,,,,,,,,,,HYP
"     C/1987 P1 (Bradfield)",47128,.868956081677156,.9947407758488255,34.0880932052825,73.89961272045784,268.0928492956139,19871107.2740491,"JPL 7",,,,6.0,,,,,,2123.8430581442,.202736,COM
"     C/1987 Q1 (Rudenko)",47080,0.602603,1.000437,114.8751,143.8336,298.5696,19871009.5281000,SAO_2008,,,,,,,,,,,,HYP
"     C/1987 T1 (Levy)",47047.,0.515185,1.0,62.5345,13.1872,143.7254,19870909.1716000,SAO_2008,,,,,,,,,,,,PAR
"     C/1987 T2 (SMM)",47074.,0.00538,1.0,144.256,80.591,1.159,19871006.0690000,SAO_2008,,,,,,,,,,,,PAR
"     C/1987 U3 (McNaught)",47171,.8412844391396176,.9988656893342077,97.1245858851911,17.41912377392736,261.3427244946325,19871211.9436349,"JPL 2",,,,6.9,,,,,,20198.748548142,.152668,COM
"     C/1987 U4 (SMM)",47086.,0.00627,1.0,144.466,82.632,3.660,19871018.0270000,SAO_2008,,,,,,,,,,,,PAR
"     C/1987 W1 (Ichimura)",47160,.1995141739939267,1.0,41.6239955023817,329.2920547279282,226.5294046259244,19880110.1040035,"JPL 2",,,,,,,,,,,.251214,PAR
"     C/1987 W2 (Furuyama)",47240,1.679526,1.000202,117.7834,233.6271,250.7538,19880303.0681000,SAO_2008,,,,,,,,,,,,HYP
"     C/1987 W3 (Jensen-Shoemaker)",47160,3.332819,1.004767,76.7159,194.7364,198.3456,19880118.8095000,SAO_2008,,,,,,,,,,,,HYP
"     C/1988 A1 (Liller)",47240,0.841333,0.996565,73.3224,57.3876,31.5154,19880331.1144000,SAO_2008,,,,,,,,,,,,COM
"     C/1988 B1 (Shoemaker)",46880,5.030826,1.002519,80.5858,124.2192,325.1598,19870320.1203000,SAO_2008,,,,,,,,,,,,HYP
"     C/1988 C1 (Maury-Phinney)",47155.,1.930534,1.0,93.1570,346.8345,147.5202,19871226.7884000,SAO_2008,,,,,,,,,,,,PAR
"     C/1988 F1 (Levy)",47120,1.174176,0.997816,62.8074,326.5149,288.7651,19871129.9472000,SAO_2008,,,,,,,,,,,,COM
"     C/1988 J1 (Shoemaker-Holt)",47200,1.174466,0.997830,62.8066,326.5150,288.7649,19880214.2216000,SAO_2008,,,,,,,,,,,,COM
"     C/1988 L1 (Shoemaker-Holt-Rodriquez)",47467,2.474291855216031,1.000667619895985,97.68842282953018,232.146188003177,115.2551465531683,19890612.4654467,"JPL 7",,,,7.1,12.4,,,,,,1.74823,HYP
"     C/1988 M1 (SMM)",47339.,0.00516,1.0,144.706,85.882,7.660,19880627.7840000,SAO_2008,,,,,,,,,,,,PAR
"     C/1988 P1 (Machholz)",47421.,0.164558,1.0,40.1990,349.0366,167.7281,19880917.5682000,SAO_2008,,,,,,,,,,,,PAR
"     C/1988 Q1 (SMM)",47394.,0.00591,1.0,144.436,82.252,3.200,19880821.8190000,SAO_2008,,,,,,,,,,,,PAR
"     C/1988 T1 (SMM)",47446.,0.00513,1.0,144.786,88.083,10.351,19881012.0720000,SAO_2008,,,,,,,,,,,,PAR
"     C/1988 U1 (SMM)",47458.,0.00579,1.0,144.716,86.142,7.981,19881024.8640000,SAO_2008,,,,,,,,,,,,PAR
"     C/1988 W1 (SMM)",47483.,0.00590,1.0,144.796,91.084,14.021,19881118.3690000,SAO_2008,,,,,,,,,,,,PAR
"     C/1988 Y1 (Yanaka)",47506.,0.427818,1.0,71.0077,88.1228,315.5225,19881211.6530000,SAO_2008,,,,,,,,,,,,PAR
"     C/1989 A1 (Yanaka)",47559,1.894583235467129,.9986720260145076,52.40948418160113,351.5604387766797,157.0882780216667,19881031.8039426,"JPL 3",,,,5.1,,,,,,53888.287956345,.910737,COM
"     C/1989 A3 (Bradfield)",47500.,0.420271,0.977708,83.0672,194.7353,28.4357,19881205.2437000,SAO_2008,,,Y,,,,,,,81.9,,HTC
"     C/1989 A5 (Shoemaker)",47600,2.639507,0.995180,96.5548,19.1090,137.1386,19890226.0920000,SAO_2008,,,,,,,,,,,,COM
"     C/1989 A6 (Shoemaker)",47467.,2.207834,1.0,25.5050,18.8355,74.3147,19881102.0870000,SAO_2008,,,,,,,,,,,,PAR
"     C/1989 L1 (SMM)",47679.,0.00557,1.0,144.636,84.722,6.240,19890602.5780000,SAO_2008,,,,,,,,,,,,PAR
"     C/1989 N3 (SMM)",47715.,0.00462,1.0,144.786,91.804,14.902,19890708.7720000,SAO_2008,,,,,,,,,,,,PAR
"     C/1989 Q1 (Okazaki-Levy-Rudenko)",47808,.6423355876747276,1.000052829711778,90.14671868483188,150.571022779539,275.5110598829401,19891111.9167686,"JPL 8",,,,8.2,,,,,,,1.32295,HYP
"     C/1989 R1 (Helin-Roman)",47758.,1.324502,1.0,128.1341,154.9103,128.6096,19890820.2910000,SAO_2008,,,,,,,,,,,,PAR
"     C/1989 S1 (SMM)",47797.,0.00476,1.0,144.768,87.499,9.636,19890928.8550000,SAO_2008,,,,,,,,,,,,PAR
"     C/1989 T1 (Helin-Roman-Alu)",47880,1.047322,0.990657,46.0369,68.1263,8.5186,19891215.9422000,SAO_2008,,,,,,,,,,,,COM
"     C/1989 W1 (Aarseth-Brewington)",47865,.3006868988707242,1.000087858733173,88.38760401701894,205.2591518237335,345.9147959815132,19891227.8885963,"JPL 2",,,,8.2,,,,,,,.667771,HYP
"     C/1989 X1 (Austin)",47998,.3497739621234387,1.0002274748694,58.95638719394837,61.57633984631934,75.92533763014586,19900409.9676042,"JPL 4",,,,8.4,,,,,,,.138551,HYP
"     C/1989 Y1 (Skorichenko-George)",48000,1.569172,1.000308,59.3660,137.8329,280.0093,19900411.9292000,SAO_2008,,,,,,,,,,,,HYP
"     C/1989 Y2 (McKenzie-Russell)",47837.,1.975817,1.0,160.3369,191.7410,293.8975,19891107.6939000,SAO_2008,,,,,,,,,,,,PAR
"     C/1990 E1 (Cernis-Kiuchi-Nakamura)",47967.,1.068339,1.0,48.1425,100.6214,348.4448,19900317.3264000,SAO_2008,,,,,,,,,,,,PAR
"     C/1990 K1 (Levy)",48139,.938716112894256,1.000634341653861,131.5838969944747,242.6671737129232,139.364214194263,19901024.6828533,"JPL 3",,,,4.4,,,,,,,.208825,HYP
"     C/1990 M1 (McNaught-Hughes)",48320,2.682238,1.001198,132.7742,18.1719,233.2060,19910227.6666000,SAO_2008,,,,,,,,,,,,HYP
"     C/1990 N1 (Tsuchiya-Kiuchi)",48160,1.092424,0.995316,143.7839,180.9189,330.7378,19900928.7418000,SAO_2008,,,,,,,,,,,,COM
"     C/1991 A2 (Arai)",48240,1.434161,0.990507,70.9783,337.6388,115.5226,19901210.8873000,SAO_2008,,,,,,,,,,,,COM
"     C/1991 B1 (Shoemaker-Levy)",48640,2.265035,0.993508,77.2881,74.3650,145.1295,19911231.1804000,SAO_2008,,,,,,,,,,,,COM
"     C/1991 C3 (McNaught-Russell)",48200,4.777087,1.001769,113.4304,320.8865,161.7096,19901018.1990000,SAO_2008,,,,,,,,,,,,HYP
"     C/1991 F2 (Helin-Lawrence)",48640,1.517721,1.000431,95.4565,271.1592,11.8349,19920120.0270000,SAO_2008,,,,,,,,,,,,HYP
"     C/1991 L3 (Levy)",48508,.9825343203631159,0.928805609043173,19.19031748208252,41.46928354897518,329.4306578292441,19910708.1935995,"JPL 7",,,Y,8.8,14.5,11.6,,,,51.26974149154,.075023,HTC
"     C/1991 L4 (Helin-Alu)",48680,4.849913,1.000083,49.2952,30.7913,253.6535,19920219.9305000,SAO_2008,,,,,,,,,,,,HYP
"     C/1991 Q1 (McNaught-Russell)",48760,3.193954,0.994581,90.5062,257.2310,120.4638,19920503.4466000,SAO_2008,,,,,,,,,,,,COM
"     C/1991 R1 (McNaught-Russell)",48200,6.986340,0.999374,104.5086,149.2398,150.1176,19901112.2258000,SAO_2008,,,,,,,,,,,,COM
"     C/1991 T2 (Shoemaker-Levy)",48717,.8362569181259493,.9998550381871584,113.4973173194111,145.239080066873,49.0495743726074,19920724.5068981,"JPL 17",,,,7.7,,,,,,438164.68382341,.0866725,COM
"     C/1991 X2 (Mueller)",48652,.1988604260451623,1.000273963611935,95.59233248785507,306.9727737526209,288.7788167085403,19920321.2008646,"JPL 2",,,,12.0,,,,,,,.0067085,HYP
"     C/1991 Y1 (Zanotta-Brewington)",48633,.6439686763442352,1.000058919324633,50.02856087673044,197.8728950991356,254.9076081835475,19920131.9915150,"JPL 2",,,,10.2,17.0,,,,,,.31996,HYP
"     C/1992 A1 (Helin-Alu)",48800,3.016578,1.004149,39.2638,239.8431,288.9032,19920708.6877000,SAO_2008,,,,,,,,,,,,HYP
"     C/1992 B1 (Bradfield)",48700.,0.500157,1.0,20.2378,15.3368,275.3503,19920319.5392000,SAO_2008,,,,,,,,,,,,PAR
"     C/1992 F1 (Tanaka-Machholz)",48720,1.261498,0.995966,79.2924,65.4746,300.5082,19920422.6902000,SAO_2008,,,,,,,,,,,,COM
"     C/1992 J1 (Spacewatch)",49240,3.007006,0.999961,124.3187,83.4011,203.3240,19930905.5483000,SAO_2008,,,,,,,,,,,,COM
"     C/1992 J2 (Bradfield)",48767.,0.592305,1.0,158.5644,299.7170,159.9981,19920525.7940000,SAO_2008,,,,,,,,,,,,PAR
"     C/1992 N1 (Machholz)",48813.,0.819198,1.0,57.6407,162.6392,235.1287,19920710.8186000,SAO_2008,,,,,,,,,,,,PAR
"     C/1992 Q2 (Helin-Lawrence)",49080,2.038458,0.965365,106.8481,268.8535,194.6672,19930315.1112000,SAO_2008,,,,,,,,,,452,,COM
"     C/1992 U1 (Shoemaker)",49080,2.313654,0.999411,65.9859,54.8646,55.2994,19930325.6810000,SAO_2008,,,,,,,,,,,,COM
"     C/1992 W1 (Ohshita)",48920,0.664134,0.991721,115.1232,310.0665,138.3753,19921101.5889000,SAO_2008,,,,,,,,,,719,,COM
"     C/1993 A1 (Mueller)",49360,1.937531,1.001779,124.8778,130.6569,144.7224,19940112.8834000,SAO_2008,,,,,,,,,,,,HYP
"     C/1993 F1 (Mueller)",48840,5.900474,1.005773,53.9401,61.9940,77.5156,19920804.5151000,SAO_2008,,,,,,,,,,,,HYP
"     C/1993 K1 (Shoemaker-Levy)",49414,4.849251452375065,1.000168579790545,67.76693583969954,232.446243828242,30.32863089382071,19940201.9548981,"JPL 1",,,,7.3,11.8,,,,,,4.13789,HYP
"     C/1993 Q1 (Mueller)",49289,.9672564539364483,1.00032135026644,105.0265199950669,261.0327450322167,193.7889783232578,19940326.2774080,"JPL 5",,,,8.0,11.4,,,,,,.477139,HYP
"     C/1993 Y1 (McNaught-Russell)",49464,.8676364899980998,.9935524971704544,51.58657699146467,353.4678532510449,166.3591035771885,19940331.0960408,"JPL 13",,,,12.2,16.9,,,,,1561.0887834211,.121684,COM
"     C/1994 E1 (Mueller)",49320,1.751290,0.968171,145.1425,98.9223,5.1730,19931128.4586000,SAO_2008,,,,,,,,,,408,,COM
"     C/1994 E2 (Shoemaker-Levy)",49480,1.158820,0.997314,131.2547,57.4964,166.5685,19940527.4590000,SAO_2008,,,,,,,,,,,,COM
"     C/1994 G1-A (Takamizawa-Levy)",49480,1.359230,0.999123,132.8728,61.6301,306.8298,19940522.5373000,SAO_2008,,,,,,,,,,,,COM
"     C/1994 G1-B (Takamizawa-Levy)",49494.,1.361154,1.0,132.8584,61.7077,306.8277,19940522.4817000,SAO_2008,,,,,,,,,,,,PAR
"     C/1994 J2 (Takamizawa)",49520,1.947757,0.996429,135.9611,192.1222,51.1285,19940629.6311000,SAO_2008,,,,,,,,,,,,COM
"     C/1994 N1 (Nakamura-Nishimura-Machholz)",49560,1.140150,1.000057,94.3789,123.0730,158.9121,19940712.9413000,SAO_2008,,,,,,,,,,,,HYP
"     P/1994 N2 (McNaught-Hartley)",49648,2.484601132527305,0.671295174317151,17.64830628617438,312.1893468522672,36.01162064839342,19941208.1700204,"JPL 4",,,,5.8,,,,,,20.781844963928,1.51905,JFc
"     C/1994 T1 (Machholz)",49640,1.845402,0.999517,101.7379,142.7849,249.9436,19941002.5584000,SAO_2008,,,,,,,,,,,,COM
"     P/1994 X1 (McNaught-Russell)",49721,1.27681684426115,0.815735638762293,29.074170787038,171.1436499870608,218.0113329523684,19940907.9491451,"JPL 5",,,Y,14.4,17.1,,,,,18.24059868339,.287081,JFC
"     C/1995 O1 (Hale-Bopp)",50465,0.9141335310156932791869,0.9950817161180430803213,89.430154349337072972048,130.5894923930678,282.4708519554775,19970401.1372962,"JPL 221",,,,2.3,6.1,60,,0.04,,2533.9746898811,.111849,COM
"     C/1995 Q1 (Bradfield)",49960,0.436388,0.998022,147.3942,331.1616,178.0544,19950831.4185000,SAO_2008,,,,,,,,,,,,COM
"     C/1995 Q2 (Hartley-Drinkwater)",49920,1.889153,0.966518,168.0075,314.0000,300.7506,19950802.7271000,SAO_2008,,,,,,,,,,424,,COM
"     C/1995 Y1 (Hyakutake)",50120,1.054614,1.000242,54.4659,46.3489,195.7612,19960224.2874000,SAO_2008,,,,,,,,,,,,HYP
"     P/1996 A1 (Jedicke)",51000,4.04953916241528,0.435937709954679,6.62395207652437,223.9341605496393,249.1740735925293,19950814.5392810,"JPL 13",,,,6.5,13.5,,,,,19.236497828993,3.07138,JFc
"     C/1996 B1 (Szczepanski)",50136,1.448785897725329,.9907576465633169,51.91880108115046,151.2832091928078,345.4418601066786,19960206.9143779,"JPL 14",,,,7.1,15.2,,,,,1962.640058121,.523403,COM
"     C/1996 B2 (Hyakutake)",50160,.230229949382757,.999899705556761,124.9227438612998,130.1739512876215,188.0452345412714,19960501.3940724,"JPL 69",,,,7.3,11.1,4.2,,,,109985.54762809,.100974,COM
